GO:0033866	19,233,307,782,
GO:0034030	55,73,182,664,2025,2396,3462,4537,5375,6133,7052,10144,
GO:0034033	19,778,1763,1810,2007,3223,3931,8991,9137,
GO:0034036	19,568,792,1212,2027,4268,6331,6816,8636,
GO:0050428	19,191,4741,9163,
GO:0006084	19,2350,
GO:0006099	19,292,2270,
GO:0009060	19,73,137,
GO:0046356	253,275,735,2385,2559,
GO:0006105	19,1043,2381,
GO:0000097	142,266,3448,6288,
GO:0000105	19,178,193,7874,
GO:0006547	19,20,193,905,4828,
GO:0006548	19,2103,
GO:0006555	19,100,295,355,793,3480,5601,
GO:0009067	19,219,221,303,596,1334,
GO:0009075	19,276,325,2577,
GO:0009076	16,19,78,79,3937,9352,
GO:0009077	19,480,2312,
GO:0009086	19,20,384,968,
GO:0009396	19,329,903,1446,1929,
GO:0044272	19,253,
GO:0051865	19,56,73,149,1610,
GO:0000114	19,40,418,863,2195,3628,7881,
GO:0010971	19,178,635,812,1024,1143,1702,7540,
GO:0032784	19,56,1494,2203,
GO:0032786	19,100,
GO:0032968	19,689,2267,
GO:0034243	19,224,457,1078,6257,7222,8300,8355,
GO:0000115	886,3238,9128,
GO:0006476	18,19,21,124,638,2007,2694,3574,6177,
GO:0016575	19,94,267,832,1067,
GO:0035601	19,256,734,1172,1695,5861,
GO:0002361	19,43,83,3673,4744,8747,9997,
GO:0006110	19,661,
GO:0014066	19,53,276,278,4469,
GO:0014067	142,220,638,916,920,949,1065,2253,5940,
GO:0021536	815,1343,1374,
GO:0021794	19,1432,7331,
GO:0043470	19,126,404,2973,
GO:0043471	19,56,79,1067,2195,
GO:0060216	2,110,253,307,2145,3560,
GO:0060318	19,94,178,271,278,655,1799,3841,4075,4142,4846,
GO:0072361	19,21,24,55,325,1194,3234,4789,5156,6095,6792,
GO:0072362	19,21,357,5204,
GO:0072367	19,642,961,980,2192,5512,
GO:0072368	14,19,154,3687,4177,4580,4812,6711,
GO:0001672	19,335,880,1309,2261,2279,2973,3695,5154,8154,
GO:0030221	19,124,5403,5852,
GO:0030851	19,403,523,815,
GO:0035162	22,198,851,1231,1592,5615,
GO:0045799	19,1229,2455,2482,3352,6357,7209,9408,9661,
GO:0001542	19,276,809,1141,1165,1466,2326,4916,5518,
GO:0001543	19,78,282,355,585,873,2918,3694,9049,
GO:0030728	19,53,491,
GO:0001649	19,21,401,
GO:0002076	19,1544,2885,
GO:0003299	19,20,661,710,1224,8382,
GO:0003300	19,1491,9079,
GO:0010677	19,684,
GO:0010830	19,398,980,1172,3012,
GO:0010832	19,41,227,2407,3181,6095,9878,
GO:0010882	19,360,1804,2356,2742,3453,3545,4972,8677,
GO:0014854	19,60,145,1517,5705,
GO:0014870	160,363,634,1336,2042,4458,
GO:0014877	7,19,40,56,1094,
GO:0014887	19,73,497,1087,1097,2207,3356,3686,4916,9140,
GO:0014894	19,455,480,2110,4655,5121,6056,6308,
GO:0014896	19,21,94,191,
GO:0014897	19,238,677,
GO:0014898	19,21,251,4392,6576,
GO:0034983	19,109,253,445,877,1854,4588,
GO:0045668	19,1709,2238,5535,
GO:0045820	19,
GO:0045912	19,21,313,363,741,970,1888,
GO:0051154	19,403,6379,
GO:0070555	19,53,
GO:0070932	19,3532,
GO:0070933	19,224,1320,1846,5265,
GO:2001014	19,21,1521,
GO:2001015	19,118,283,1390,1675,3244,
GO:0035115	19,
GO:0035116	19,21,127,965,
GO:0035136	19,86,244,885,1115,6109,
GO:0035137	19,193,1320,
GO:0060039	19,86,
GO:0071425	19,21,58,278,871,5834,
GO:0010869	19,264,477,1114,4872,
GO:0010870	19,4574,5843,
GO:0032897	19,68,73,1233,3497,4301,
GO:0033144	55,112,266,311,1177,1661,2544,
GO:0042475	19,49,1647,
GO:0042733	19,79,
GO:0043921	19,857,897,3481,
GO:0043922	19,118,252,266,692,
GO:0051702	19,307,1559,8650,
GO:0051851	19,4922,
GO:0052312	38,99,
GO:0052472	19,118,303,
GO:0060765	19,371,5913,
GO:0060766	19,77,235,2169,3134,
GO:0060788	19,86,107,178,311,2833,4130,
GO:0060789	19,641,735,786,
GO:0061196	19,62,1112,5246,6077,
GO:0061197	19,223,688,1661,8376,
GO:0061198	122,127,255,4089,5510,8767,
GO:0071696	19,57,100,3188,
GO:0071697	623,649,2158,4416,
GO:0001570	19,231,1113,
GO:0032663	19,191,401,1226,1543,
GO:0032703	19,731,2362,3824,5554,
GO:0090049	19,649,980,3287,3501,6169,
GO:0090050	19,309,2318,3014,
GO:0033057	16,20,53,409,716,1389,1517,2058,2571,4713,
GO:0042711	19,57,2184,2514,2644,
GO:0060746	21,73,74,150,1325,6466,
GO:0010310	19,1207,1332,5791,
GO:0010632	19,178,1227,2295,3939,5559,
GO:0010634	19,98,532,862,980,1954,2597,
GO:0010727	19,61,112,3196,3336,
GO:0032418	19,646,1829,2217,2391,5764,
GO:0043162	19,274,311,2000,3668,
GO:0051788	19,206,361,409,1413,2222,2514,3110,
GO:0060632	19,1175,6429,9549,
GO:0070841	19,58,347,1571,2033,
GO:0070842	19,32,251,514,3002,6531,
GO:0070843	19,124,283,3699,9524,
GO:0070844	19,658,684,830,939,3349,3798,
GO:0070845	19,152,295,413,958,1857,5277,
GO:0070846	19,55,142,412,684,1360,1565,4628,8644,8735,8892,
GO:0071218	19,191,297,861,2217,5828,
GO:0090034	19,2968,3617,5119,7416,
GO:0090035	19,21,2127,4242,
GO:0090042	19,655,4900,8258,
GO:2000378	19,135,295,329,2938,
GO:0000387	19,73,191,2542,
GO:0016571	19,21,112,760,
GO:0018195	358,425,612,642,1621,2141,3019,
GO:0018216	19,142,651,5433,
GO:0019918	19,20,629,4148,8236,
GO:0034969	19,21,54,308,923,930,1630,
GO:0035246	19,118,193,784,855,3032,
GO:0035247	19,55,83,149,191,
GO:0043985	19,4559,
GO:0040020	19,68,2052,3013,3116,
GO:0002027	86,329,938,2685,
GO:0003062	17,19,142,253,278,5093,
GO:0010866	19,130,659,1734,3265,6637,
GO:0010867	19,1104,6125,7608,
GO:0035104	19,364,561,917,1712,5064,
GO:0045540	19,980,5523,
GO:0045542	19,208,278,297,1056,1096,
GO:0090205	19,1590,1825,2718,4239,6110,7700,
GO:0090207	19,919,
GO:0090208	19,274,4431,6068,
GO:0001954	19,122,231,1517,
GO:0043696	19,1466,5292,7647,
GO:0043697	19,163,347,444,1202,1955,6447,
GO:0035148	19,276,513,2292,
GO:0002685	8,19,142,
GO:0002686	19,
GO:0002691	19,95,358,980,2784,3836,3937,
GO:0002692	19,982,1254,1352,1953,4450,
GO:0007343	19,233,437,3737,4971,5365,5912,
GO:0035722	19,124,176,249,677,882,1323,5095,5117,5618,
GO:0035723	19,73,1554,3874,5546,6459,9643,
GO:0035724	19,6874,10039,
GO:0035962	19,56,73,1984,2217,2530,2537,5922,
GO:0040019	19,396,1572,1574,5504,7354,
GO:0045663	19,21,6531,
GO:0045836	19,73,311,516,3931,9377,
GO:0045921	19,2770,
GO:0045956	19,
GO:0060046	19,223,
GO:0060466	7,19,68,329,5211,6172,
GO:0070498	19,782,1061,
GO:0070671	19,54,127,2556,4102,4416,
GO:0070672	19,73,122,266,1615,2514,4914,4962,
GO:0071347	19,544,716,2157,
GO:0071349	19,419,499,618,638,772,1123,3235,3587,9282,
GO:0071350	19,266,428,3659,4276,5183,6198,7170,
GO:0080154	19,56,142,2526,2614,2711,9871,
GO:2000344	4,1068,2064,2069,2354,
GO:2000437	19,21,636,638,1101,5558,9586,
GO:2000438	19,355,370,1244,6201,8222,
GO:0001658	19,127,158,245,1874,2259,
GO:0060675	19,150,226,
GO:0010611	19,656,
GO:0014743	19,1072,1403,1849,2283,3327,
GO:0050848	19,227,650,799,
GO:0050850	19,55,880,
GO:0070884	19,793,2370,7943,
GO:0070886	19,7139,
GO:0007056	19,1587,1592,2006,2915,4317,7747,
GO:0007057	19,96,4229,5519,6455,
GO:0046785	19,685,1574,1698,
GO:0090306	19,191,253,1155,1388,2133,5314,5920,6744,8932,9741,
GO:0002029	19,73,142,773,2913,
GO:0002030	19,1675,2400,
GO:0022401	19,61,782,1283,1610,2921,5458,
GO:0023058	175,
GO:0031557	19,105,127,1647,
GO:0031558	19,124,1052,1620,3858,
GO:0045744	19,401,934,2393,3669,
GO:0048169	127,532,780,825,1241,2323,3233,3709,
GO:0033601	2661,9126,
GO:0070371	19,100,335,1828,
GO:0031529	19,125,328,
GO:0031532	19,1063,
GO:0021846	19,130,2287,2720,
GO:0022027	19,20,44,170,1212,2142,2194,4599,4684,
GO:0071539	19,2347,2787,4058,6821,8276,
GO:0031115	19,330,
GO:0032272	19,127,269,577,2369,4426,
GO:0035372	19,279,344,8223,
GO:0033566	19,21,40,258,949,1573,5340,6966,8444,
GO:0034629	19,77,866,1355,2545,4375,9132,
GO:0046931	19,21,122,677,5786,
GO:0051292	251,387,2683,3020,3795,4510,6722,
GO:0009798	19,73,86,736,1334,
GO:0009950	19,112,307,582,1240,2442,
GO:0048704	19,117,252,409,1984,
GO:0048706	19,176,306,370,1043,
GO:0006356	19,56,96,124,485,
GO:0006482	19,677,2156,
GO:0008214	19,21,61,179,775,2347,
GO:0016577	19,966,1472,1527,5543,
GO:0031935	224,250,815,1405,1431,2741,
GO:0031936	19,124,627,1825,1948,4397,
GO:0033169	19,394,6664,
GO:0035574	19,176,363,1160,3188,3614,4376,5544,
GO:0045815	16,19,363,1568,1888,
GO:0045943	19,73,259,1835,2894,3276,4233,4701,6931,7241,
GO:0060968	19,302,820,3121,3794,
GO:0060969	19,73,845,1021,
GO:0061187	168,8416,9646,
GO:0061188	19,480,3032,3428,5173,8398,
GO:0070076	19,643,1061,1436,
GO:0070544	19,2217,3506,3510,4447,
GO:0070988	235,682,3530,7339,
GO:0071557	7,19,604,667,716,1205,5556,9575,9806,
GO:0009292	19,1923,5902,7152,9590,
GO:0009294	19,55,1472,5718,
GO:0009880	19,
GO:0090051	227,435,536,1184,2604,3137,3571,9858,
GO:0002067	19,173,979,2938,4750,
GO:0010719	7,19,370,380,1034,
GO:0033628	19,191,251,299,863,2940,3718,
GO:0033630	19,21,124,1274,1540,3133,
GO:0048663	19,1690,1817,
GO:0048665	19,45,56,110,170,
GO:0060425	7,19,21,689,1447,1517,
GO:0060428	19,221,651,1053,1941,
GO:0060441	16,19,21,79,264,655,1517,2346,
GO:0060479	19,114,1280,1443,1542,2960,3631,
GO:0060487	19,794,1086,2745,4502,
GO:0060512	19,316,326,
GO:0060525	19,224,7739,
GO:0060528	19,77,178,2269,2301,2405,3670,5327,
GO:0060684	19,124,140,191,4099,
GO:0060738	19,288,400,466,6881,8945,
GO:0060740	19,2905,
GO:0060741	16,19,55,113,528,1971,2845,3208,8780,
GO:0060742	19,3885,
GO:0060743	19,2233,2953,7258,7947,
GO:2000047	19,135,149,1037,2390,5195,8102,
GO:2000049	19,278,363,1467,2613,9035,10055,
GO:0000578	19,112,237,866,
GO:0001656	19,2258,
GO:0001706	78,216,1570,6080,
GO:0001709	19,61,
GO:0001711	19,112,124,358,5503,8145,
GO:0001759	19,55,3937,
GO:0001837	19,193,643,2741,
GO:0001838	19,297,1323,
GO:0001885	19,56,245,1767,
GO:0003136	96,1409,2110,5114,5826,
GO:0003156	19,56,358,2222,2303,
GO:0003158	19,621,1724,
GO:0003159	19,21,110,543,981,1954,2718,7504,9506,
GO:0003306	19,73,279,411,558,1192,1373,2231,2472,7239,
GO:0003337	19,40,173,603,642,1933,2247,3995,
GO:0003338	19,913,1692,
GO:0003382	19,
GO:0007016	19,109,258,1511,3285,5585,
GO:0007398	19,531,1172,1222,
GO:0007403	19,1232,1699,5711,7551,
GO:0007440	19,56,278,391,1531,2893,3334,
GO:0009948	19,615,2536,
GO:0009954	19,304,1078,1493,5939,7047,
GO:0009996	19,118,1341,2456,
GO:0009997	19,280,297,1430,5643,6933,
GO:0010453	19,73,106,308,1087,
GO:0010454	19,3475,
GO:0010463	13,19,323,358,519,1063,1735,5452,
GO:0010908	19,22,168,303,1544,3400,4067,6002,
GO:0010909	19,98,680,2787,5046,
GO:0014009	17,19,173,299,1470,
GO:0014010	19,106,109,721,4176,
GO:0014045	19,5461,7804,
GO:0016331	16,19,251,355,
GO:0021781	19,266,278,355,1122,
GO:0022009	19,112,3373,5138,
GO:0030539	19,692,1758,1775,
GO:0031069	19,592,
GO:0031128	19,165,710,
GO:0032330	19,2211,2560,
GO:0032331	19,149,2713,4743,6773,
GO:0034332	19,296,429,882,1569,2927,
GO:0034333	19,326,451,518,
GO:0034394	19,283,842,3275,
GO:0035110	19,227,2894,3716,
GO:0035111	9,19,35,73,127,883,2385,2521,4219,4410,5337,
GO:0035112	19,21,313,6679,
GO:0035117	19,283,376,1659,4775,6049,
GO:0035140	191,632,699,2192,2238,2551,
GO:0035285	19,334,358,1112,6057,
GO:0035286	19,3010,3622,
GO:0035987	19,312,621,1409,1447,
GO:0040036	19,100,897,
GO:0042659	19,178,
GO:0042686	19,78,94,135,191,275,706,1112,1752,
GO:0042762	19,122,171,256,773,1488,4709,
GO:0044334	19,78,3994,5620,6220,7259,
GO:0044336	20,455,1544,4291,4411,7587,8981,
GO:0045168	462,716,1105,
GO:0045446	19,1873,
GO:0045453	19,129,648,679,859,5733,
GO:0045601	19,703,4846,
GO:0045603	19,695,1079,1167,1485,
GO:0045671	19,21,4580,
GO:0045743	19,20,77,328,335,438,830,2533,
GO:0046590	19,50,793,1096,1440,1901,5015,5448,
GO:0046591	19,313,1086,1568,1864,2289,7731,8616,
GO:0048262	19,141,1735,2251,3085,
GO:0048546	19,24,54,314,421,591,2728,
GO:0048617	19,325,475,
GO:0048645	19,329,591,1822,
GO:0048806	19,641,3294,
GO:0051176	19,513,1879,2312,4070,9630,
GO:0051890	21,110,714,1182,4737,
GO:0060066	19,1228,9662,
GO:0060231	19,200,280,2137,3191,
GO:0060438	19,359,1068,6692,
GO:0060439	110,142,485,716,1358,2487,
GO:0060440	19,56,784,2933,6776,
GO:0060484	19,55,106,536,638,829,1432,1835,1906,3448,5103,
GO:0060492	2614,3756,
GO:0060769	19,100,2156,2462,3290,4719,5007,5416,
GO:0060795	19,233,409,
GO:0060856	317,684,867,
GO:0060916	19,404,3339,4780,7096,
GO:0060993	127,
GO:0061028	19,118,370,438,6442,
GO:0061035	19,21,55,278,902,
GO:0061047	19,20,98,218,883,4536,4950,7651,
GO:0061154	19,420,
GO:0061311	19,490,821,2787,
GO:0061316	19,68,191,1369,1781,2385,2602,2971,6790,
GO:0061326	76,86,193,317,586,844,1168,1700,2537,4418,5599,
GO:0061333	19,169,1822,3226,
GO:0070602	193,212,634,828,1536,2287,3282,3749,
GO:0071680	19,167,760,1010,2684,
GO:0071681	19,96,251,953,2625,
GO:0072009	16,281,329,1118,1763,
GO:0072028	19,86,112,1488,2792,
GO:0072033	19,118,266,1021,
GO:0072053	19,328,1993,3941,7230,
GO:0072054	170,6694,6743,9749,
GO:0072073	208,
GO:0072077	19,225,234,278,681,778,2839,
GO:0072078	19,55,86,262,483,2430,4014,
GO:0072079	19,249,735,2146,
GO:0072080	19,156,2953,
GO:0072087	19,866,1181,2138,4030,6710,
GO:0072088	19,83,110,
GO:0072175	19,44,604,1279,
GO:0072210	19,184,200,252,427,862,4995,
GO:0072273	19,96,99,
GO:0072283	19,118,355,465,1060,
GO:0090279	19,124,2385,3058,6923,
GO:0090381	8,19,127,178,636,1132,4316,4320,6072,
GO:2000008	19,1956,2983,4047,
GO:2000015	19,394,1171,4358,
GO:2000017	19,127,1610,8030,8147,
GO:2000043	19,3771,5007,5164,
GO:2000044	19,224,347,705,2927,4697,6583,9072,
GO:0001945	19,211,
GO:0009956	19,2538,3660,6267,9436,
GO:0060836	20,250,
GO:0060838	1768,2390,3304,4610,7407,
GO:0060839	19,178,1496,1796,5542,8307,
GO:0060849	21,56,125,440,999,1549,3298,6306,8798,9531,
GO:0060850	19,179,
GO:0072148	19,70,1914,2170,4041,6441,
GO:0031057	19,158,775,2171,
GO:0031060	19,122,257,301,1582,2257,
GO:0031061	19,996,2849,3119,3237,
GO:0031062	19,620,2137,
GO:0051570	19,1103,4235,5909,8144,
GO:0051574	19,1359,1615,3558,4435,
GO:0006929	19,307,866,1363,
GO:0021769	19,20,207,328,358,1631,3481,6052,10178,
GO:0021772	19,109,520,854,2517,
GO:0021800	19,1805,1871,2625,3901,
GO:0021823	19,
GO:0021825	16,19,191,882,1172,1254,1328,3492,4447,
GO:0021827	19,3461,8072,
GO:0021837	19,21,56,232,2645,3392,
GO:0021847	19,1321,6243,
GO:0021869	19,130,2595,
GO:0021872	486,668,684,815,1693,
GO:0021873	19,702,790,1093,4740,
GO:0021889	19,499,594,
GO:0021891	19,20,25,829,1035,
GO:0021988	19,231,2522,2750,5722,
GO:0022028	19,1072,4396,
GO:0030901	19,1136,1659,
GO:0035607	19,40,94,142,3157,
GO:0042473	19,58,226,982,1741,2411,
GO:0042474	19,317,591,1601,1695,3962,7581,
GO:0042490	19,72,
GO:0042491	19,452,527,707,
GO:0042661	19,514,729,830,
GO:0048339	19,24,685,709,1139,
GO:0048378	19,226,480,517,659,1114,1188,4026,4129,
GO:0055057	19,599,1078,2518,2939,
GO:0060113	19,73,355,934,2114,
GO:0060117	19,257,419,695,793,1077,1583,1804,1910,2726,5634,
GO:0060119	19,
GO:0060445	19,131,741,821,1171,1914,5552,
GO:0060638	19,54,2514,
GO:0060665	19,312,1517,1764,2427,
GO:0072091	19,151,935,6235,6930,
GO:2000380	7,19,141,251,2911,3435,5495,5868,7867,
GO:0050798	19,191,5612,
GO:0014015	19,55,662,
GO:0021529	19,238,1656,
GO:0021530	127,1550,2385,3139,5184,5332,
GO:0021778	19,21,73,99,127,180,292,491,1283,1654,3438,
GO:0021779	19,28,253,815,998,1602,2025,3381,3908,6812,
GO:0021780	19,130,197,213,646,797,2548,3338,9048,
GO:0045687	19,2522,2552,3779,
GO:0048714	19,21,178,1353,6040,7400,
GO:0007619	19,94,278,1906,4471,6176,6496,8496,
GO:0007621	19,483,619,4003,4805,
GO:0008050	142,160,191,328,359,
GO:0045924	19,152,277,1363,1369,1953,3385,5455,6263,
GO:0060180	19,49,1004,
GO:0032091	19,2662,7664,
GO:0033341	19,178,224,258,5950,8306,8931,9982,
GO:0033342	355,591,617,893,2873,8492,
GO:0070199	19,450,1033,6641,7000,8890,
GO:0071169	19,86,1668,4228,7335,10109,
GO:0033962	19,42,197,465,560,1323,5198,5999,
GO:0034063	16,19,103,2949,4583,
GO:0001825	19,315,773,1544,
GO:0001829	19,404,1416,
GO:0001831	19,663,1352,8336,8829,
GO:0043149	16,19,21,54,1567,1786,
GO:0051017	193,
GO:0045750	19,113,155,935,2526,5158,7199,
GO:0006884	112,139,
GO:0051083	19,68,1087,6332,8196,9092,
GO:0002639	19,252,445,700,1833,1955,2632,4057,7345,
GO:0002702	19,307,320,4834,
GO:0048745	19,702,2727,
GO:0060501	19,360,485,990,3021,3209,
GO:2000794	19,358,828,2973,5622,6897,
GO:0035412	19,326,358,409,1105,
GO:0035414	19,134,186,866,
GO:0000098	19,77,127,139,1161,8929,9050,9534,
GO:0007589	19,183,226,311,409,1112,
GO:0007595	19,93,266,1061,
GO:0009071	19,430,862,1614,2312,5742,
GO:0009093	19,284,783,3464,3966,4407,4507,5468,
GO:0019448	19,99,251,1082,4372,
GO:0019530	19,129,375,390,664,712,2182,3710,4767,
GO:0042412	19,55,388,
GO:0044273	15,19,253,883,6452,
GO:0046439	19,49,3640,6077,
GO:0021858	19,329,654,918,1345,1623,
GO:0030512	19,1838,
GO:0010692	19,193,705,708,715,886,1129,1602,2511,2562,2719,2862,6031,
GO:0010694	19,21,191,654,7822,
GO:0016441	19,127,7331,
GO:0030878	19,20,158,1153,3502,
GO:0031050	19,224,1805,
GO:0031053	19,82,232,245,397,595,1015,2264,3147,
GO:0032231	19,58,
GO:0032233	19,78,126,293,
GO:0032909	19,454,1064,
GO:0032910	19,142,171,266,716,2429,4606,6041,
GO:0032916	19,43,654,1989,2694,8880,9510,
GO:0035194	19,94,112,420,2069,
GO:0035195	19,56,990,1501,
GO:0035196	19,38,95,413,1850,
GO:0035413	19,
GO:0048340	19,1723,
GO:0048701	19,1126,
GO:0050926	19,170,1400,2634,3164,4441,
GO:0050927	19,95,155,1048,1053,
GO:0051492	19,209,2913,
GO:0051496	19,56,122,325,710,2191,3094,
GO:0051894	19,20,730,2302,2347,4926,
GO:0060290	19,55,1144,1536,2943,8070,
GO:0070918	19,170,258,358,542,615,736,981,3421,5786,
GO:0071359	19,210,224,306,717,
GO:0071634	19,303,309,882,2304,
GO:0071636	19,1789,4053,
GO:0003149	19,119,1469,1933,3855,6044,7949,9338,
GO:0003209	19,295,
GO:0003230	19,1519,7863,
GO:0003279	19,21,156,894,2197,
GO:0003281	19,49,438,1137,
GO:0003283	19,191,331,710,792,4830,5304,6551,7799,
GO:0003284	19,24,74,845,1088,1103,1147,6144,
GO:0003285	19,124,249,515,1491,1761,3693,4563,4790,5601,
GO:0003289	19,129,190,295,1134,1781,2471,3548,
GO:0003290	19,135,193,707,2269,6844,
GO:0060411	16,19,79,676,
GO:0060412	19,684,1043,2934,3186,
GO:0060413	19,92,142,740,1212,1876,
GO:0045604	19,227,278,468,
GO:0045605	19,24,56,494,4426,5007,5112,7292,
GO:0045616	19,135,3960,
GO:0045617	19,1937,2933,4782,6218,
GO:0045655	13,19,232,1067,4748,6107,8749,
GO:0045656	19,112,5729,6271,
GO:0045683	19,125,247,484,1312,4243,4347,4974,5724,7635,
GO:0003148	699,2629,4401,9071,
GO:0003151	19,191,266,594,
GO:0003215	19,715,
GO:0003221	20,44,4704,4777,
GO:2000018	19,20,321,1980,3071,4453,8233,
GO:2000020	19,283,
GO:2000194	19,317,816,
GO:2000195	56,62,73,86,662,2192,9564,
GO:0051573	19,21,53,614,1086,4194,
GO:0043415	19,56,288,328,2092,4136,
GO:0043416	19,138,411,917,2868,7231,
GO:0048286	19,126,257,347,1041,2515,
GO:0051155	19,103,323,980,1233,
GO:0061041	19,142,253,501,1699,
GO:0001841	19,
GO:0001843	19,217,
GO:0008589	682,
GO:0014020	43,361,1077,
GO:0021545	19,96,142,614,634,1904,
GO:0021553	49,185,600,2626,5300,7873,
GO:0021675	19,68,193,999,1687,2931,
GO:0021983	19,973,
GO:0030325	19,1142,3231,
GO:0031129	17,19,1168,1189,3206,3452,4451,9333,
GO:0045879	19,355,1098,2791,
GO:0060606	19,193,215,
GO:0060677	19,70,1366,3461,6015,8538,
GO:0061034	106,224,447,2807,3912,3935,5257,
GO:0072092	19,7616,
GO:0072093	19,141,717,849,1239,7706,8653,
GO:0032332	19,142,266,291,325,1031,2293,3965,
GO:0061036	19,360,1324,3375,
GO:2000736	19,46,56,982,1664,1980,2204,
GO:2000738	19,184,266,904,2518,5206,7755,9042,
GO:2000739	19,73,961,973,1536,3333,6564,
GO:2000741	19,163,1766,7450,8301,
GO:0032092	19,56,736,1831,7051,
GO:0034968	19,1324,
GO:0046621	19,255,317,370,717,1429,4256,
GO:0019079	21,626,1407,
GO:0032785	19,1234,2024,3241,
GO:0045090	19,193,292,886,4966,6447,7284,
GO:0030260	19,388,832,870,1218,
GO:0044409	19,511,702,4109,
GO:0046718	19,257,1592,1898,4229,
GO:0051806	19,43,700,3087,5599,5911,
GO:0051828	19,56,438,1343,
GO:0052126	19,21,56,142,151,255,858,1068,
GO:0052192	19,935,1717,3211,
GO:0006590	19,21,193,1147,1164,3411,7479,
GO:0007422	19,278,280,3141,
GO:0018958	19,74,142,251,1182,2743,
GO:0042403	19,400,897,
GO:0042537	19,329,
GO:0060022	19,154,725,851,1151,2182,
GO:0060023	19,128,132,191,1009,4419,
GO:0060465	19,39,140,142,942,1061,6321,8385,
GO:0021730	19,24,124,1290,2938,3666,8230,8758,
GO:0021740	19,21,235,1599,1886,
GO:0021960	64,677,710,1510,3422,3939,6107,
GO:0060486	19,142,230,1082,1103,1158,3447,3654,5990,
GO:0060509	19,20,40,191,193,283,295,411,486,2543,2848,3935,6605,7072,
GO:0060510	19,46,634,1465,4403,
GO:0061141	55,117,1349,1632,10155,
GO:0071679	19,5333,8683,
GO:0072201	21,193,1067,4127,
GO:2000790	16,19,20,24,446,6384,6642,
GO:2000791	19,168,170,253,4547,8069,
GO:2000795	19,169,897,1112,1151,8436,8460,
GO:0003254	19,21,778,3000,6964,
GO:0010801	19,2206,
GO:0010944	19,86,132,1440,2904,3467,
GO:0030514	19,73,124,173,2527,7324,
GO:0033137	178,456,608,1043,
GO:0048844	19,20,55,95,208,1322,1593,
GO:0060373	19,54,298,1469,2058,3405,8477,10096,
GO:0060394	7,14,19,313,1801,2676,4191,6816,7141,8089,
GO:0060840	19,20,
GO:0000320	19,61,
GO:0045023	19,24,77,98,269,8085,8504,
GO:0033326	19,918,1188,4914,7384,
GO:0043508	13,19,49,1277,2087,6056,
GO:0045793	19,21,118,175,1528,
GO:0007379	19,130,540,1184,3657,
GO:0008045	5,56,73,309,367,1659,3399,
GO:0021546	19,78,86,915,998,2664,5640,
GO:0021568	19,348,404,2537,6546,7528,7611,
GO:0021569	19,381,2463,3762,6444,
GO:0021593	19,21,124,1408,1524,4064,4580,8094,8459,9965,
GO:0021658	19,627,1528,4859,5239,7019,
GO:0035283	19,284,622,894,2322,2586,
GO:0035284	19,253,466,1068,1112,1488,1496,4490,6260,
GO:0048703	19,189,1701,2287,3521,
GO:0001544	19,167,292,304,516,1192,3209,4643,
GO:0010837	820,4535,
GO:0010839	19,127,705,961,
GO:0033629	19,233,
GO:0035921	19,256,626,666,980,3371,7069,
GO:0043473	19,85,94,127,
GO:0045885	19,299,335,679,2347,3660,
GO:0070562	19,168,717,908,1636,3018,4379,4817,6119,
GO:0070563	19,122,163,430,3913,4726,5139,7032,
GO:0070849	19,77,2814,
GO:0071364	19,968,1145,1833,5513,7281,
GO:0007530	805,815,
GO:0014707	19,2088,2641,3977,4679,
GO:0048557	19,329,645,3074,3384,
GO:0060426	151,208,355,591,652,1888,2751,4873,
GO:0060435	370,461,5932,7867,
GO:0061005	19,118,1747,
GO:0072012	19,418,2128,2724,3197,4194,5516,
GO:0072074	19,212,249,791,999,2802,4108,4202,
GO:0072075	19,73,1086,2273,5497,6661,
GO:0072102	19,317,414,1274,3192,6119,
GO:0072103	19,1253,2288,2390,2476,
GO:0072104	19,278,1867,2064,2555,
GO:0072161	20,24,46,263,329,363,666,982,1123,1712,2040,3307,7550,8062,
GO:0072162	19,122,618,9701,
GO:0072202	159,331,577,646,1222,
GO:0072224	19,154,308,898,1090,1753,2517,
GO:0072239	19,20,213,621,735,1016,5903,
GO:0072275	21,614,5382,
GO:0072276	583,871,1881,
GO:0072277	7556,7662,
GO:2001012	54,278,326,523,1459,9124,
GO:0048627	112,297,3312,6111,
GO:0032352	19,2150,5844,
GO:0034720	17,21,82,278,516,1412,2111,
GO:0046886	16,19,638,1226,2555,4191,
GO:0002063	19,297,1212,2561,2625,
GO:0003170	19,516,1426,1762,2283,
